date,index,Confirmed,Deaths,Recovered,FIPS,Lat,Long_,log_conf,new_Confirmed,new_Recovered,new_Deaths,p_new_Confirmed,p_new_Recovered,p_new_Deaths
06-02-2020,107202,84161.0,4638.0,79400.0,0,1079.6253,3686.4211000000005,226.3327373393579,7.0,2.0,0.0,8.31739166597355e-05,2.5188916876574308e-05,0.0
06-03-2020,107298,84160.0,4638.0,79404.0,0,1079.6253,3686.4211000000005,226.3301974316663,-1.0,4.0,0.0,-1.188212927756654e-05,5.0375295954863736e-05,0.0
06-04-2020,107331,84171.0,4638.0,79415.0,0,1079.6253,3686.4211000000005,226.3633684296811,11.0,11.0,0.0,0.00013068634090126054,0.00013851287540137254,0.0
06-05-2020,107729,84177.0,4638.0,79420.0,0,1079.6253,3686.4211000000005,226.3757899732679,6.0,5.0,0.0,7.127837770412345e-05,6.295643414756988e-05,0.0
06-06-2020,107795,84186.0,4638.0,79424.0,0,1079.6253,3686.4211000000005,226.4265942699247,9.0,4.0,0.0,0.00010690613641223006,5.036261079774375e-05,0.0
06-07-2020,107795,84191.0,4638.0,79434.0,0,1079.6253,3686.4211000000005,226.4450392619708,5.0,10.0,0.0,5.938877077122258e-05,0.00012589067653649572,0.0
06-08-2020,107851,84195.0,4638.0,79444.0,0,1079.6253,3686.4211000000005,226.455031347361,4.0,10.0,0.0,4.7508759427519446e-05,0.0001258748300689794,0.0
06-09-2020,107917,84198.0,4638.0,79451.0,0,1079.6253,3686.4211000000005,226.48276278945377,3.0,7.0,0.0,3.563030000712606e-05,8.81046179406175e-05,0.0
06-10-2020,108724,84209.0,4638.0,79456.0,0,1079.6253,3686.4211000000005,226.52604369734587,11.0,5.0,0.0,0.00013062736762103812,6.292790978654854e-05,0.0
06-11-2020,108847,84216.0,4638.0,79464.0,0,1079.6253,3686.4211000000005,226.5542027121757,7.0,8.0,0.0,8.31195972261803e-05,0.00010067451927917044,0.0
06-12-2020,109342,84228.0,4638.0,79472.0,0,1079.6253,3686.4211000000005,226.61176952734536,12.0,8.0,0.0,0.00014247043738424277,0.00010066438494060802,0.0
06-13-2020,109441,84286.0,4638.0,79475.0,0,1079.6253,3686.4211000000005,226.8174338855468,58.0,3.0,0.0,0.0006881332605652184,3.7747719408619065e-05,0.0
