Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,Latitude,Longitude
Inner Mongolia,Mainland China,2020-03-04T15:43:03,75.0,1.0,63.0,2020-03-04,44.0935,113.9448
Ningxia,Mainland China,2020-03-04T01:33:07,75.0,0.0,69.0,2020-03-04,37.2692,106.1655
,Kuwait,2020-03-02T20:33:02,56.0,0.0,0.0,2020-03-04,29.5,47.75
,Norway,2020-03-04T19:33:03,56.0,0.0,0.0,2020-03-04,60.472,8.4689
,Bahrain,2020-03-04T19:33:03,52.0,0.0,0.0,2020-03-04,26.0275,50.55
,Malaysia,2020-03-04T13:03:08,50.0,0.0,22.0,2020-03-04,2.5,112.5
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45.0,0.0,0.0,2020-03-04,35.4437,139.638
,Thailand,2020-03-02T06:23:04,43.0,1.0,31.0,2020-03-04,15.0,101.0
Taiwan,Taiwan,2020-03-03T06:43:02,42.0,1.0,12.0,2020-03-04,23.7,121.0
,Netherlands,2020-03-04T12:33:03,38.0,0.0,0.0,2020-03-04,52.1326,5.2913
,Iraq,2020-03-04T20:43:02,35.0,2.0,0.0,2020-03-04,33.0,44.0
,Sweden,2020-03-04T12:33:03,35.0,0.0,0.0,2020-03-04,63.0,16.0
"King County, WA",US,2020-03-04T19:53:02,31.0,9.0,1.0,2020-03-04,47.548,-121.9836
,Austria,2020-03-04T19:33:03,29.0,0.0,0.0,2020-03-04,47.5162,14.5501
,India,2020-03-04T12:33:03,28.0,0.0,3.0,2020-03-04,21.0,78.0
,United Arab Emirates,2020-03-03T23:43:02,27.0,0.0,5.0,2020-03-04,24.0,54.0
,Iceland,2020-03-04T19:33:03,26.0,0.0,0.0,2020-03-04,64.9631,-19.0208
,Belgium,2020-03-04T12:33:03,23.0,0.0,1.0,2020-03-04,50.8333,4.0
New South Wales,Australia,2020-03-04T20:43:03,22.0,1.0,4.0,2020-03-04,-33.8688,151.2093
"Toronto, ON",Canada,2020-03-03T20:03:08,19.0,0.0,2.0,2020-03-04,43.6532,-79.3832
Qinghai,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,2020-03-04,35.7452,95.9956
,San Marino,2020-03-04T19:33:03,16.0,1.0,0.0,2020-03-04,43.9424,12.4578
,Vietnam,2020-02-25T08:53:02,16.0,0.0,16.0,2020-03-04,16.0,108.0
,Israel,2020-03-04T12:43:03,15.0,0.0,1.0,2020-03-04,31.0,35.0
,Oman,2020-03-04T19:33:03,15.0,0.0,2.0,2020-03-04,21.0,57.0
,Lebanon,2020-03-04T16:53:02,13.0,0.0,1.0,2020-03-04,33.8547,35.8623
,Algeria,2020-03-04T19:33:03,12.0,0.0,0.0,2020-03-04,28.0339,1.6596
British Columbia,Canada,2020-03-04T04:23:05,12.0,0.0,3.0,2020-03-04,49.2827,-123.1207
Queensland,Australia,2020-03-03T15:23:03,11.0,0.0,1.0,2020-03-04,-28.0167,153.4
"Santa Clara, CA",US,2020-03-03T23:33:03,11.0,0.0,1.0,2020-03-04,37.3541,-121.9552
Victoria,Australia,2020-03-04T12:43:03,10.0,0.0,4.0,2020-03-04,-37.8136,144.9631
,Croatia,2020-03-04T16:53:02,10.0,0.0,0.0,2020-03-04,45.1667,15.5
,Denmark,2020-03-04T00:03:15,10.0,0.0,0.0,2020-03-04,56.2639,9.5018
,Ecuador,2020-03-04T19:33:03,10.0,0.0,0.0,2020-03-04,-1.8312,-78.1834
Macau,Macau,2020-03-03T12:33:02,10.0,0.0,9.0,2020-03-04,22.1667,113.55
"Westchester County, NY",US,2020-03-04T21:23:10,10.0,0.0,0.0,2020-03-04,41.122,-73.7949
,Greece,2020-03-04T19:33:03,9.0,0.0,0.0,2020-03-04,39.0742,21.8243
,Czech Republic,2020-03-04T19:33:03,8.0,0.0,0.0,2020-03-04,49.8175,15.473
,Qatar,2020-03-04T00:03:15,8.0,0.0,0.0,2020-03-04,25.3548,51.1839
"Snohomish County, WA",US,2020-03-04T19:53:02,8.0,1.0,0.0,2020-03-04,48.033,-121.8339
"Los Angeles, CA",US,2020-03-04T18:13:18,7.0,0.0,0.0,2020-03-04,34.0522,-118.2437
,Belarus,2020-03-04T12:43:03,6.0,0.0,0.0,2020-03-04,53.7098,27.9534
,Finland,2020-03-01T23:23:02,6.0,0.0,1.0,2020-03-04,64.0,26.0
,Ireland,2020-03-04T21:13:07,6.0,0.0,0.0,2020-03-04,53.1424,-7.6921
South Australia,Australia,2020-03-04T21:03:07,5.0,0.0,2.0,2020-03-04,-34.9285,138.6007
,Mexico,2020-03-03T10:03:04,5.0,0.0,1.0,2020-03-04,23.0,-102.0
,Pakistan,2020-03-03T04:33:03,5.0,0.0,0.0,2020-03-04,30.3753,69.3451
,Portugal,2020-03-04T12:43:03,5.0,0.0,0.0,2020-03-04,39.3999,-8.2245
,Brazil,2020-03-04T20:33:02,4.0,0.0,0.0,2020-03-04,-14.235,-51.9253
,Romania,2020-03-04T00:53:02,4.0,0.0,1.0,2020-03-04,46.0,25.0
,Senegal,2020-03-04T20:43:02,4.0,0.0,0.0,2020-03-04,14.4974,-14.4524
"Cook County, IL",US,2020-03-02T20:33:02,4.0,0.0,2.0,2020-03-04,41.7377,-87.6976
,Azerbaijan,2020-03-01T02:43:03,3.0,0.0,0.0,2020-03-04,40.1431,47.5769
,Georgia,2020-03-01T15:43:03,3.0,0.0,0.0,2020-03-04,42.3154,43.3569
,New Zealand,2020-03-04T20:13:11,3.0,0.0,0.0,2020-03-04,-40.9006,174.886
,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,2020-03-04,13.0,122.0
,Russia,2020-03-02T21:23:04,3.0,0.0,2.0,2020-03-04,60.0,90.0
,Saint Barthelemy,2020-03-04T02:43:03,3.0,0.0,0.0,2020-03-04,17.9,-62.8333
"Orange County, CA",US,2020-03-04T02:13:11,3.0,0.0,0.0,2020-03-04,33.7879,-117.8531
Western Australia,Australia,2020-03-01T02:43:03,2.0,1.0,0.0,2020-03-04,-31.9505,115.8605
,Egypt,2020-03-01T23:33:03,2.0,0.0,1.0,2020-03-04,26.0,30.0
,Estonia,2020-03-03T23:53:03,2.0,0.0,0.0,2020-03-04,58.5953,25.0136
,Hungary,2020-03-04T19:33:03,2.0,0.0,0.0,2020-03-04,47.1625,19.5033
,Indonesia,2020-03-02T18:03:04,2.0,0.0,0.0,2020-03-04,-0.7893,113.9213
"Fulton County, GA",US,2020-03-03T03:33:02,2.0,0.0,0.0,2020-03-04,33.8034,-84.3963
"Grafton County, NH",US,2020-03-03T23:33:03,2.0,0.0,0.0,2020-03-04,43.9088,-71.826
"Hillsborough, FL",US,2020-03-03T18:33:02,2.0,0.0,0.0,2020-03-04,27.9904,-82.3018
"Placer County, CA",US,2020-03-04T19:53:02,2.0,1.0,0.0,2020-03-04,39.0916,-120.8039
"Providence, RI",US,2020-03-02T03:43:02,2.0,0.0,0.0,2020-03-04,41.824,-71.4128
"Sacramento County, CA",US,2020-02-27T20:33:02,2.0,0.0,0.0,2020-03-04,38.4747,-121.3542
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,2020-03-04,36.5761,-120.9876
"San Diego County, CA",US,2020-02-21T05:43:02,2.0,0.0,1.0,2020-03-04,32.7157,-117.1611
"San Mateo, CA",US,2020-03-03T00:43:02,2.0,0.0,0.0,2020-03-04,37.563,-122.3255
"Washington County, OR",US,2020-03-03T03:03:02,2.0,0.0,0.0,2020-03-04,45.547,-123.1386
,Afghanistan,2020-02-24T23:33:02,1.0,0.0,0.0,2020-03-04,33.0,65.0
,Andorra,2020-03-02T20:23:16,1.0,0.0,0.0,2020-03-04,42.5063,1.5218
,Argentina,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-04,-38.4161,-63.6167
,Armenia,2020-03-01T19:53:02,1.0,0.0,0.0,2020-03-04,40.0691,45.0382
Northern Territory,Australia,2020-03-04T19:43:02,1.0,0.0,0.0,2020-03-04,-12.4634,130.8456
Tasmania,Australia,2020-03-02T20:53:02,1.0,0.0,0.0,2020-03-04,-41.4545,145.9707
,Cambodia,2020-02-12T07:43:02,1.0,0.0,1.0,2020-03-04,11.55,104.9167
" Montreal, QC",Canada,2020-02-28T05:23:07,1.0,0.0,0.0,2020-03-04,45.5017,-73.5673
"London, ON",Canada,2020-02-12T18:53:03,1.0,0.0,1.0,2020-03-04,42.9849,-81.2453
,Chile,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-04,-35.6751,-71.543
,Dominican Republic,2020-03-02T16:33:02,1.0,0.0,0.0,2020-03-04,18.7357,-70.1627
,Faroe Islands,2020-03-04T12:53:03,1.0,0.0,0.0,2020-03-04,61.8926,-6.9118
,Gibraltar,2020-03-04T13:03:13,1.0,0.0,0.0,2020-03-04,36.1408,-5.3536
,Jordan,2020-03-03T15:33:02,1.0,0.0,0.0,2020-03-04,31.24,36.51
,Latvia,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-04,56.8796,24.6032
,Liechtenstein,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-04,47.14,9.55
,Lithuania,2020-02-28T16:23:03,1.0,0.0,0.0,2020-03-04,55.1694,23.8813
,Luxembourg,2020-03-03T00:23:16,1.0,0.0,0.0,2020-03-04,49.8144,6.1317
Tibet,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,2020-03-04,31.6927,88.0924
,Monaco,2020-02-29T00:33:01,1.0,0.0,0.0,2020-03-04,43.7333,7.4167
,Morocco,2020-03-03T15:33:02,1.0,0.0,0.0,2020-03-04,31.7917,-7.0926
,Nepal,2020-02-12T14:43:03,1.0,0.0,1.0,2020-03-04,28.1667,84.25
,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0,2020-03-04,9.082,8.6753
,North Macedonia,2020-02-27T16:23:03,1.0,0.0,0.0,2020-03-04,41.6086,21.7453
,Poland,2020-03-04T15:13:18,1.0,0.0,0.0,2020-03-04,51.9194,19.1451
,Saudi Arabia,2020-03-02T23:53:02,1.0,0.0,0.0,2020-03-04,24.0,45.0
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,2020-03-04,7.0,81.0
,Tunisia,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-04,34.0,9.0
" Norfolk County, MA",US,2020-03-03T14:33:03,1.0,0.0,0.0,2020-03-04,42.1767,-71.1449
"Berkeley, CA",US,2020-03-03T23:53:03,1.0,0.0,0.0,2020-03-04,37.8715,-122.273
"Boston, MA",US,2020-02-28T21:13:12,1.0,0.0,1.0,2020-03-04,42.3601,-71.0589
"Contra Costa County, CA",US,2020-03-04T04:23:05,1.0,0.0,0.0,2020-03-04,37.8534,-121.9018
"Humboldt County, CA",US,2020-02-21T05:13:09,1.0,0.0,0.0,2020-03-04,40.745,-123.8695
"Madison, WI",US,2020-03-03T15:53:03,1.0,0.0,1.0,2020-03-04,43.0731,-89.4012
"Maricopa County, AZ",US,2020-03-03T17:33:02,1.0,0.0,0.0,2020-03-04,33.2918,-112.4291
"New York City, NY",US,2020-03-02T01:53:03,1.0,0.0,0.0,2020-03-04,40.7128,-74.006
"San Antonio, TX",US,2020-02-13T18:53:02,1.0,0.0,0.0,2020-03-04,29.4241,-98.4936
"Sarasota, FL",US,2020-03-02T03:23:06,1.0,0.0,0.0,2020-03-04,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-02T20:53:02,1.0,0.0,0.0,2020-03-04,38.578,-122.9888
"Tempe, AZ",US,2020-02-25T21:23:03,1.0,0.0,1.0,2020-03-04,33.4255,-111.94
"Umatilla, OR",US,2020-03-02T20:23:16,1.0,0.0,0.0,2020-03-04,45.775,-118.7606
"Wake County, NC",US,2020-03-03T20:53:02,1.0,0.0,0.0,2020-03-04,35.8032,-78.5661
,Ukraine,2020-03-03T15:33:02,1.0,0.0,0.0,2020-03-04,48.3794,31.1656
From Diamond Princess,Australia,2020-02-29T02:03:10,0.0,0.0,0.0,2020-03-04,35.4437,139.638
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,2020-03-04,29.3829,-98.6134
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,2020-03-04,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,2020-03-04,38.2721,-121.9399
Hubei,Mainland China,2020-03-05T14:53:03,67466.0,2902.0,40592.0,2020-03-05,30.9756,112.2707
,South Korea,2020-03-05T09:03:09,6088.0,35.0,41.0,2020-03-05,36.0,128.0
,Italy,2020-03-05T17:43:03,3858.0,148.0,414.0,2020-03-05,43.0,12.0
,Iran,2020-03-05T13:43:04,3513.0,107.0,739.0,2020-03-05,32.0,53.0
Guangdong,Mainland China,2020-03-05T09:23:03,1351.0,7.0,1181.0,2020-03-05,23.3417,113.4244
Henan,Mainland China,2020-03-05T01:48:26,1272.0,22.0,1239.0,2020-03-05,33.882,113.614
Zhejiang,Mainland China,2020-03-05T09:43:03,1215.0,1.0,1124.0,2020-03-05,29.1832,120.0934
Hunan,Mainland China,2020-03-05T08:43:03,1018.0,4.0,938.0,2020-03-05,27.6104,111.7088
Anhui,Mainland China,2020-03-05T04:33:02,990.0,6.0,970.0,2020-03-05,31.8257,117.2264
Jiangxi,Mainland China,2020-03-05T01:16:58,935.0,1.0,901.0,2020-03-05,27.614,115.7221
Shandong,Mainland China,2020-03-05T14:53:03,758.0,6.0,578.0,2020-03-05,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-03-03T03:13:06,706.0,6.0,10.0,2020-03-05,35.4437,139.638
Jiangsu,Mainland China,2020-03-05T14:53:03,631.0,0.0,583.0,2020-03-05,32.9711,119.455
Chongqing,Mainland China,2020-03-05T23:23:02,576.0,6.0,512.0,2020-03-05,30.0572,107.874
Sichuan,Mainland China,2020-03-05T14:53:03,539.0,3.0,425.0,2020-03-05,30.6171,102.7103
,Germany,2020-03-05T17:43:03,482.0,0.0,16.0,2020-03-05,51.0,9.0
Heilongjiang,Mainland China,2020-03-05T00:23:06,481.0,13.0,379.0,2020-03-05,47.862,127.7615
Beijing,Mainland China,2020-03-04T23:23:01,418.0,8.0,297.0,2020-03-05,40.1824,116.4142
,France,2020-03-05T15:13:22,377.0,6.0,12.0,2020-03-05,47.0,2.0
,Japan,2020-03-05T13:43:04,360.0,6.0,43.0,2020-03-05,36.0,138.0
Shanghai,Mainland China,2020-03-05T06:23:06,339.0,3.0,303.0,2020-03-05,31.202,121.4491
Hebei,Mainland China,2020-03-05T14:53:03,318.0,6.0,304.0,2020-03-05,38.0428,114.5149
Fujian,Mainland China,2020-03-05T09:33:03,296.0,1.0,277.0,2020-03-05,26.0789,117.9874
,Spain,2020-03-05T17:43:03,259.0,3.0,2.0,2020-03-05,40.0,-4.0
Guangxi,Mainland China,2020-03-05T10:03:08,252.0,2.0,214.0,2020-03-05,23.8298,108.7881
Shaanxi,Mainland China,2020-03-05T06:03:08,245.0,1.0,224.0,2020-03-05,35.1917,108.8701
Yunnan,Mainland China,2020-03-03T03:43:02,174.0,2.0,169.0,2020-03-05,24.974,101.487
Hainan,Mainland China,2020-03-05T06:13:10,168.0,6.0,158.0,2020-03-05,19.1959,109.7453
Guizhou,Mainland China,2020-03-02T01:13:06,146.0,2.0,114.0,2020-03-05,26.8154,106.8748
Tianjin,Mainland China,2020-03-05T03:33:27,136.0,3.0,128.0,2020-03-05,39.3054,117.323
Shanxi,Mainland China,2020-03-05T14:53:03,133.0,0.0,126.0,2020-03-05,37.5777,112.2922
Liaoning,Mainland China,2020-03-03T14:33:03,125.0,1.0,106.0,2020-03-05,41.2956,122.6085
,Singapore,2020-03-05T13:43:04,117.0,0.0,78.0,2020-03-05,1.2833,103.8333
,UK,2020-03-05T18:03:03,115.0,1.0,8.0,2020-03-05,55.0,-3.0
,Switzerland,2020-03-05T17:43:03,114.0,1.0,3.0,2020-03-05,46.8182,8.2275
Hong Kong,Hong Kong,2020-03-05T00:23:07,105.0,2.0,43.0,2020-03-05,22.3,114.2
Gansu,Mainland China,2020-03-05T15:13:13,102.0,2.0,87.0,2020-03-05,36.0611,103.8343
,Sweden,2020-03-05T18:03:03,94.0,0.0,0.0,2020-03-05,63.0,16.0
Jilin,Mainland China,2020-03-05T14:53:03,93.0,1.0,88.0,2020-03-05,43.6661,126.1923
,Norway,2020-03-05T17:43:03,87.0,0.0,0.0,2020-03-05,60.472,8.4689
,Netherlands,2020-03-05T14:23:03,82.0,0.0,0.0,2020-03-05,52.1326,5.2913
Xinjiang,Mainland China,2020-03-05T06:03:08,76.0,3.0,70.0,2020-03-05,41.1129,85.2401
Inner Mongolia,Mainland China,2020-03-05T23:53:01,75.0,1.0,65.0,2020-03-05,44.0935,113.9448
Ningxia,Mainland China,2020-03-04T01:33:07,75.0,0.0,69.0,2020-03-05,37.2692,106.1655
,Kuwait,2020-03-05T13:43:04,58.0,0.0,0.0,2020-03-05,29.5,47.75
,Bahrain,2020-03-05T13:53:03,55.0,0.0,0.0,2020-03-05,26.0275,50.55
"King County, WA",US,2020-03-05T22:03:17,51.0,10.0,1.0,2020-03-05,47.548,-121.9836
,Belgium,2020-03-05T13:53:03,50.0,0.0,1.0,2020-03-05,50.8333,4.0
,Malaysia,2020-03-04T13:03:08,50.0,0.0,22.0,2020-03-05,2.5,112.5
,Thailand,2020-03-05T06:23:06,47.0,1.0,31.0,2020-03-05,15.0,101.0
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45.0,0.0,0.0,2020-03-05,35.4437,139.638
Taiwan,Taiwan,2020-03-05T14:53:03,44.0,1.0,12.0,2020-03-05,23.7,121.0
,Austria,2020-03-05T17:53:02,41.0,0.0,0.0,2020-03-05,47.5162,14.5501
,Iraq,2020-03-04T20:43:02,35.0,2.0,0.0,2020-03-05,33.0,44.0
,Iceland,2020-03-05T13:53:03,34.0,0.0,0.0,2020-03-05,64.9631,-19.0208
,Greece,2020-03-05T14:23:03,31.0,0.0,0.0,2020-03-05,39.0742,21.8243
,India,2020-03-05T13:53:03,30.0,0.0,3.0,2020-03-05,21.0,78.0
,United Arab Emirates,2020-03-05T23:53:02,29.0,0.0,5.0,2020-03-05,24.0,54.0
New South Wales,Australia,2020-03-04T20:43:03,22.0,1.0,4.0,2020-03-05,-33.8688,151.2093
"Toronto, ON",Canada,2020-03-05T17:53:03,21.0,0.0,2.0,2020-03-05,43.6532,-79.3832
,San Marino,2020-03-05T13:53:03,21.0,1.0,0.0,2020-03-05,43.9424,12.4578
"Santa Clara, CA",US,2020-03-05T22:53:03,20.0,0.0,1.0,2020-03-05,37.3541,-121.9552
Qinghai,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,2020-03-05,35.7452,95.9956
"Snohomish County, WA",US,2020-03-05T20:23:07,18.0,1.0,0.0,2020-03-05,48.033,-121.8339
"Westchester County, NY",US,2020-03-05T21:33:03,18.0,0.0,0.0,2020-03-05,41.122,-73.7949
,Israel,2020-03-05T17:53:02,16.0,0.0,1.0,2020-03-05,31.0,35.0
,Lebanon,2020-03-05T17:53:02,16.0,0.0,1.0,2020-03-05,33.8547,35.8623
,Oman,2020-03-05T17:53:02,16.0,0.0,2.0,2020-03-05,21.0,57.0
,Vietnam,2020-02-25T08:53:02,16.0,0.0,16.0,2020-03-05,16.0,108.0
Queensland,Australia,2020-03-05T17:33:06,13.0,0.0,8.0,2020-03-05,-28.0167,153.4
British Columbia,Canada,2020-03-05T04:43:03,13.0,0.0,3.0,2020-03-05,49.2827,-123.1207
,Ecuador,2020-03-05T17:53:02,13.0,0.0,0.0,2020-03-05,-1.8312,-78.1834
,Algeria,2020-03-04T19:33:03,12.0,0.0,0.0,2020-03-05,28.0339,1.6596
,Czech Republic,2020-03-05T17:53:02,12.0,0.0,0.0,2020-03-05,49.8175,15.473
,Finland,2020-03-05T13:53:03,12.0,0.0,1.0,2020-03-05,64.0,26.0
"Los Angeles, CA",US,2020-03-05T21:03:14,11.0,0.0,0.0,2020-03-05,34.0522,-118.2437
Victoria,Australia,2020-03-05T18:33:03,10.0,0.0,7.0,2020-03-05,-37.8136,144.9631
,Croatia,2020-03-04T16:53:02,10.0,0.0,0.0,2020-03-05,45.1667,15.5
,Denmark,2020-03-04T00:03:15,10.0,0.0,0.0,2020-03-05,56.2639,9.5018
Macau,Macau,2020-03-03T12:33:02,10.0,0.0,9.0,2020-03-05,22.1667,113.55
,Portugal,2020-03-05T13:53:03,8.0,0.0,0.0,2020-03-05,39.3999,-8.2245
,Qatar,2020-03-04T00:03:15,8.0,0.0,0.0,2020-03-05,25.3548,51.1839
,Azerbaijan,2020-03-05T13:53:03,6.0,0.0,0.0,2020-03-05,40.1431,47.5769
,Belarus,2020-03-04T12:43:03,6.0,0.0,0.0,2020-03-05,53.7098,27.9534
,Ireland,2020-03-04T21:13:07,6.0,0.0,0.0,2020-03-05,53.1424,-7.6921
,Romania,2020-03-05T06:23:06,6.0,0.0,1.0,2020-03-05,46.0,25.0
South Australia,Australia,2020-03-04T21:03:07,5.0,0.0,2.0,2020-03-05,-34.9285,138.6007
,Mexico,2020-03-03T10:03:04,5.0,0.0,1.0,2020-03-05,23.0,-102.0
,Pakistan,2020-03-03T04:33:03,5.0,0.0,0.0,2020-03-05,30.3753,69.3451
,Saudi Arabia,2020-03-05T17:53:03,5.0,0.0,0.0,2020-03-05,24.0,45.0
"Cook County, IL",US,2020-03-05T18:33:03,5.0,0.0,2.0,2020-03-05,41.7377,-87.6976
,Brazil,2020-03-04T20:33:02,4.0,0.0,0.0,2020-03-05,-14.235,-51.9253
,Chile,2020-03-05T18:13:04,4.0,0.0,0.0,2020-03-05,-35.6751,-71.543
,Georgia,2020-03-05T13:53:03,4.0,0.0,0.0,2020-03-05,42.3154,43.3569
,Palestine,2020-03-05T13:53:03,4.0,0.0,0.0,2020-03-05,31.9522,35.2332
,Russia,2020-03-05T13:53:03,4.0,0.0,2.0,2020-03-05,60.0,90.0
,Senegal,2020-03-04T20:43:02,4.0,0.0,0.0,2020-03-05,14.4974,-14.4524
"New York City, NY",US,2020-03-05T21:03:13,4.0,0.0,0.0,2020-03-05,40.7128,-74.006
Western Australia,Australia,2020-03-05T17:13:35,3.0,1.0,0.0,2020-03-05,-31.9505,115.8605
,Egypt,2020-03-05T13:53:03,3.0,0.0,1.0,2020-03-05,26.0,30.0
,Estonia,2020-03-05T13:53:03,3.0,0.0,0.0,2020-03-05,58.5953,25.0136
,New Zealand,2020-03-04T20:13:11,3.0,0.0,0.0,2020-03-05,-40.9006,174.886
,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,2020-03-05,13.0,122.0
,Saint Barthelemy,2020-03-04T02:43:03,3.0,0.0,0.0,2020-03-05,17.9,-62.8333
"Orange County, CA",US,2020-03-04T02:13:11,3.0,0.0,0.0,2020-03-05,33.7879,-117.8531
"San Diego County, CA",US,2020-03-05T20:33:03,3.0,0.0,1.0,2020-03-05,32.7157,-117.1611
,Bosnia and Herzegovina,2020-03-05T17:13:30,2.0,0.0,0.0,2020-03-05,43.9159,17.6791
" Montreal, QC",Canada,2020-03-05T14:03:04,2.0,0.0,0.0,2020-03-05,45.5017,-73.5673
,Hungary,2020-03-05T17:13:27,2.0,0.0,0.0,2020-03-05,47.1625,19.5033
,Indonesia,2020-03-02T18:03:04,2.0,0.0,0.0,2020-03-05,-0.7893,113.9213
,Morocco,2020-03-05T13:53:03,2.0,0.0,0.0,2020-03-05,31.7917,-7.0926
,Slovenia,2020-03-05T17:13:30,2.0,0.0,0.0,2020-03-05,46.1512,14.9955
"Bergen County, NJ",US,2020-03-05T21:03:12,2.0,0.0,0.0,2020-03-05,40.9263,-74.077
"Fulton County, GA",US,2020-03-03T03:33:02,2.0,0.0,0.0,2020-03-05,33.8034,-84.3963
"Grafton County, NH",US,2020-03-03T23:33:03,2.0,0.0,0.0,2020-03-05,43.9088,-71.826
"Harris County, TX",US,2020-03-05T21:53:02,2.0,0.0,0.0,2020-03-05,29.7752,-95.3103
"Hillsborough, FL",US,2020-03-03T18:33:02,2.0,0.0,0.0,2020-03-05,27.9904,-82.3018
"Placer County, CA",US,2020-03-04T19:53:02,2.0,1.0,0.0,2020-03-05,39.0916,-120.8039
"Providence, RI",US,2020-03-02T03:43:02,2.0,0.0,0.0,2020-03-05,41.824,-71.4128
"Sacramento County, CA",US,2020-02-27T20:33:02,2.0,0.0,0.0,2020-03-05,38.4747,-121.3542
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,2020-03-05,36.5761,-120.9876
"San Francisco County, CA",US,2020-03-05T20:33:03,2.0,0.0,0.0,2020-03-05,37.7749,-122.4194
"San Mateo, CA",US,2020-03-03T00:43:02,2.0,0.0,0.0,2020-03-05,37.563,-122.3255
"Washington County, OR",US,2020-03-03T03:03:02,2.0,0.0,0.0,2020-03-05,45.547,-123.1386
,Afghanistan,2020-02-24T23:33:02,1.0,0.0,0.0,2020-03-05,33.0,65.0
,Andorra,2020-03-02T20:23:16,1.0,0.0,0.0,2020-03-05,42.5063,1.5218
,Argentina,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-05,-38.4161,-63.6167
,Armenia,2020-03-01T19:53:02,1.0,0.0,0.0,2020-03-05,40.0691,45.0382
Northern Territory,Australia,2020-03-04T19:43:02,1.0,0.0,0.0,2020-03-05,-12.4634,130.8456
Tasmania,Australia,2020-03-02T20:53:02,1.0,0.0,0.0,2020-03-05,-41.4545,145.9707
,Cambodia,2020-02-12T07:43:02,1.0,0.0,1.0,2020-03-05,11.55,104.9167
"London, ON",Canada,2020-02-12T18:53:03,1.0,0.0,1.0,2020-03-05,42.9849,-81.2453
,Dominican Republic,2020-03-02T16:33:02,1.0,0.0,0.0,2020-03-05,18.7357,-70.1627
,Faroe Islands,2020-03-04T12:53:03,1.0,0.0,0.0,2020-03-05,61.8926,-6.9118
,Gibraltar,2020-03-04T13:03:13,1.0,0.0,0.0,2020-03-05,36.1408,-5.3536
,Jordan,2020-03-03T15:33:02,1.0,0.0,0.0,2020-03-05,31.24,36.51
,Latvia,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-05,56.8796,24.6032
,Liechtenstein,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-05,47.14,9.55
,Lithuania,2020-02-28T16:23:03,1.0,0.0,0.0,2020-03-05,55.1694,23.8813
,Luxembourg,2020-03-03T00:23:16,1.0,0.0,0.0,2020-03-05,49.8144,6.1317
Tibet,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,2020-03-05,31.6927,88.0924
,Monaco,2020-02-29T00:33:01,1.0,0.0,0.0,2020-03-05,43.7333,7.4167
,Nepal,2020-02-12T14:43:03,1.0,0.0,1.0,2020-03-05,28.1667,84.25
,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0,2020-03-05,9.082,8.6753
,North Macedonia,2020-02-27T16:23:03,1.0,0.0,0.0,2020-03-05,41.6086,21.7453
,Poland,2020-03-04T15:13:18,1.0,0.0,0.0,2020-03-05,51.9194,19.1451
,South Africa,2020-03-05T13:53:03,1.0,0.0,0.0,2020-03-05,-30.5595,22.9375
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,2020-03-05,7.0,81.0
,Tunisia,2020-03-04T01:33:07,1.0,0.0,0.0,2020-03-05,34.0,9.0
" Norfolk County, MA",US,2020-03-03T14:33:03,1.0,0.0,0.0,2020-03-05,42.1767,-71.1449
"Berkeley, CA",US,2020-03-03T23:53:03,1.0,0.0,0.0,2020-03-05,37.8715,-122.273
"Boston, MA",US,2020-02-28T21:13:12,1.0,0.0,1.0,2020-03-05,42.3601,-71.0589
"Clark County, NV",US,2020-03-05T20:53:03,1.0,0.0,0.0,2020-03-05,36.0796,-115.094
